,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
533,1423257876613582848,2021-08-05 12:21:35+00:00,कुशीनगर की अमलावती जी ने बताया कि मुफ्त राशन की योजना से कोरोना काल में उन्हें बड़ी मदद मिली है। अच्छी बात यह है कि उनको सभी सरकारी योजनाओं का लाभ प्राप्त हुआ है। https://t.co/sfEaKnVavO,2084,8408,Kushinagar's Amlavati ji said that he has got great help in Corona period with the scheme of free ration. The good thing is that they have gained the benefit of all government schemes. https://t.co/sfeaknvavo ,kushinagars amlavati ji say get great help corona period scheme free ration good thing gain benefit government scheme,POSITIVE,POSITIVE,POSITIVE
534,1423257840764940292,2021-08-05 12:21:26+00:00,"वाराणसी की बादामी जी ने जो बताया, वो बहुत सुकून देने वाला है। देश के गरीब परिवारों की संतुष्टि ही किसी सरकारी योजना की सबसे बड़ी सफलता होती है। https://t.co/uJYC7T1QlN",1978,7561,The one who told Varanasi's Badami ji is very relaxed. The satisfaction of poor families of the country is the greatest success of any government plan. https://t.co/UJYC7T1QLN ,one tell varanasis badami ji relaxed satisfaction poor family country great success government plan,NEUTRAL,POSITIVE,POSITIVE
535,1423256066658234371,2021-08-05 12:14:23+00:00,"यह दशक उत्तर प्रदेश में पिछले 7 दशकों में जो कमी रही, उसकी भरपाई करने का दशक है।  यह काम यूपी के युवाओं, बेटियों, गरीब, दलित, वंचित और पिछड़ों की पर्याप्त भागीदारी एवं उनको बेहतर अवसर दिए बगैर नहीं हो सकता। https://t.co/j3GzdFaReK",2256,9259,"This decade is the decade to compensate for the decline in the last 7 decades in Uttar Pradesh. This work can not be without adequate participation of UP's youth, daughters, poor, dalit, deprived and backward. https://t.co/j3gzdfarek ",decade decade compensate decline last decade uttar pradesh work not without adequate participation up youth daughter poor dalit deprive backward,NEGATIVE,NEGATIVE,NEGATIVE
536,1423256035209318403,2021-08-05 12:14:16+00:00,"दिल्ली के सिंहासन का रास्ता यूपी से होकर गुजरता है, इस विचार के साथ सत्ता का सपना देखने वाले तो बहुत लोग थे, लेकिन ऐसे लोगों ने कभी यह याद नहीं रखा कि भारत की समृद्धि का रास्ता भी यूपी से होकर गुजरता है।  आज उत्तर प्रदेश ऐसे लोगों के कुचक्र से बाहर निकलकर आगे बढ़ रहा है। https://t.co/uZdrJC3hrI",2852,11447,"The way to the throne of Delhi passes through UP, there were many people who dreamed of power with this idea, but such people never remembered that the path of prosperity of India also passes through UP. Today, Uttar Pradesh is moving forward from the kitchen of such people. https://t.co/uzdrjc3hri ",way throne delhi pass many people dream power idea people never remember path prosperity india also pass today uttar pradesh move forward kitchen people,NEGATIVE,POSITIVE,POSITIVE
537,1423255990279884806,2021-08-05 12:14:05+00:00,आज पूरा देश मानवता पर आए सबसे बड़े संकट से बाहर निकलने के लिए प्रयास कर रहा है। वहीं राजनीतिक स्वार्थ में डूबे कुछ लोग इस होड़ में जुटे हैं कि देशहित के काम को कैसे रोका जाए। https://t.co/iYFv90MIvN,2723,11792,"Today the whole country is trying to get out of the biggest crisis coming to humanity. At the same time, some people have been drowned in political selfishness how to stop the work of the country. https://t.co/iyfv90mivn ",today whole country try get big crisis come humanity time people drown political selfishness stop work country,NEGATIVE,NEGATIVE,POSITIVE
538,1423255941324054533,2021-08-05 12:13:53+00:00,"भारत के इतिहास में अगस्त उपलब्धियों का महीना रहा है।   इसी दिन, आर्टिकल-370 हटाकर जम्मू-कश्मीर के हर नागरिक को हर अधिकार का भागीदार बनाया गया।  कोटि-कोटि भारतीयों ने सैकड़ों साल बाद भव्य राम मंदिर के निर्माण की तरफ पहला कदम रखा। https://t.co/k4HcivVaHF",2720,10843,"August has been the month of August in the history of India. On this day, removing Article-370, every citizen of Jammu and Kashmir was made a partner of every right. Koti-Koti Indians kept the first step towards building a grand Ram temple after hundreds of years. https://t.co/k4hcivvahf ",august month august history india day remove article every citizen jammu kashmir make partner every right koti koti indians keep first step towards build grand ram temple hundred year,NEGATIVE,POSITIVE,POSITIVE
539,1423248197783220224,2021-08-05 11:43:07+00:00,Deepak Punia lost the Bronze narrowly but he has won our hearts. He is a powerhouse of grit and talent. My best wishes to Deepak for his future endeavours. #Tokyo2020,7632,63794,Deepak Punia lost the Bronze narrowly but he has won our hearts. He is a powerhouse of grit and talent. My best wishes to Deepak for his future endeavours. #Tokyo2020 ,deepak punia lose bronze narrowly heart powerhouse grit talent good wish deepak future endeavour,POSITIVE,POSITIVE,POSITIVE
540,1423241462980911110,2021-08-05 11:16:21+00:00,Ravi Kumar Dahiya is a remarkable wrestler! His fighting spirit and tenacity are outstanding. Congratulations to him for winning the Silver Medal at #Tokyo2020. India takes great pride in his accomplishments.,14586,110620,Ravi Kumar Dahiya is a remarkable wrestler! His fighting spirit and tenacity are outstanding. Congratulations to him for winning the Silver Medal at #Tokyo2020. India takes great pride in his accomplishments. ,ravi kumar dahiya remarkable wrestler fight spirit tenacity outstanding congratulation win silver medal india take great pride accomplishment,POSITIVE,POSITIVE,POSITIVE
541,1423188271287312387,2021-08-05 07:45:00+00:00,Interacting with beneficiaries of the Pradhan Mantri Garib Kalyan Anna Yojana in Uttar Pradesh. https://t.co/T2sQM51EtM,4018,17634,Intersting with Beneficerer of The Prime Minister Poor Kalyan Anna Plan In Uttar Pradesh Hatap: //t.co/: 2 Scms 51 Press ,interste beneficerer prime minister poor kalyan anna plan uttar pradesh hatap co scms press,NEUTRAL,NEGATIVE,NEGATIVE
542,1423134029889474572,2021-08-05 04:09:27+00:00,"प्रफुल्लित भारत! प्रेरित भारत! गर्वित भारत!  टोक्यो में हॉकी टीम की शानदार जीत पूरे देश के लिए गर्व का क्षण है।  ये नया भारत है, आत्मविश्वास से भरा भारत है।  हॉकी टीम को फिर से ढेरों बधाई और शुभकामनाएं।  #Tokyo2020",16574,101179,"Hilarious India! Induced India! Great India! The magnificent victory of the hockey team in Tokyo is a moment of pride for the whole country. This is a new India, is full of confidence. Congratulations and good wishes to the hockey team again. # Tokyo2020 ",hilarious india induce india great india magnificent victory hockey team tokyo moment pride whole country new india full confidence congratulation good wish hockey team,POSITIVE,POSITIVE,POSITIVE
543,1423122624679268355,2021-08-05 03:24:08+00:00,"Historic! A day that will be etched in the memory of every Indian.   Congratulations to our Men’s Hockey Team for bringing home the Bronze. With this feat, they have captured the imagination of the entire nation, especially our youth. India is proud of our Hockey team. ",25606,150782,"Historic! A day that will be etched in the memory of every Indian.   Congratulations to our Men’s Hockey Team for bringing home the Bronze. With this feat, they have captured the imagination of the entire nation, especially our youth. India is proud of our Hockey team. ",historic day etch memory every indian congratulations man hockey team bring home bronze feat capture imagination entire nation especially youth india proud hockey team,POSITIVE,POSITIVE,POSITIVE
544,1422934250920108035,2021-08-04 14:55:36+00:00,"The Indigenous Aircraft Carrier 'Vikrant', designed by Indian Navy's Design Team and built by @cslcochin, undertook its maiden sea sortie today. A wonderful example of @makeinindia. Congratulations to @indiannavy and @cslcochin on this historic milestone. https://t.co/AjnafkxOaT",9283,54994,"The Indigenous Aircraft Carrier 'Vikrant', designed by Indian Navy's Design Team and built by @cslcochin, undertook its maiden sea sortie today. A wonderful example of @makeinindia. Congratulations to @indiannavy and @cslcochin on this historic milestone. https://t.co/AjnafkxOaT ",indigenous aircraft carrier vikrant design indian navys design team build undertake maiden sea sortie today wonderful example congratulation historic milestone,POSITIVE,POSITIVE,POSITIVE
545,1422933252851965961,2021-08-04 14:51:38+00:00,"At 1 PM tomorrow, 5th August I will interact with beneficiaries of the Pradhan Mantri Garib Kalyan Anna Yojana in Uttar Pradesh. About 15 crore people across the state have benefitted thanks to this scheme.",6392,47692,"At 1 PM tomorrow, 5th August I will interact with beneficiaries of the Pradhan Mantri Garib Kalyan Anna Yojana in Uttar Pradesh. About 15 crore people across the state have benefitted thanks to this scheme. ",pm tomorrow august interact beneficiaries pradhan mantri garib kalyan anna yojana uttar pradesh crore people across state benefit thank scheme,POSITIVE,POSITIVE,NEUTRAL
546,1422887786760134662,2021-08-04 11:50:58+00:00,"One of the things we will remember #Tokyo2020 for is the stupendous performance by our Hockey teams.   Today and through the Games, our Women’s Hockey team played with grit and showcased great skill. Proud of the team. Best of luck for the game ahead and for future endeavours.",8851,69882,"One of the things we will remember #Tokyo2020 for is the stupendous performance by our Hockey teams.   Today and through the Games, our Women’s Hockey team played with grit and showcased great skill. Proud of the team. Best of luck for the game ahead and for future endeavours. ",one thing remember stupendous performance hockey team today game woman hockey team play grit showcase great skill proud team good luck game ahead future endeavour,POSITIVE,POSITIVE,POSITIVE
547,1422812754348445703,2021-08-04 06:52:49+00:00,The Central Government is working closely with the Madhya Pradesh Government to assist those affected by heavy rainfall and flooding in parts of the state. I have spoken to CM @ChouhanShivraj and reviewed the situation. I pray for everyone’s safety and well-being.,3880,27221,The Central Government is working closely with the Madhya Pradesh Government to assist those affected by heavy rainfall and flooding in parts of the state. I have spoken to CM @ChouhanShivraj and reviewed the situation. I pray for everyone’s safety and well-being. ,central government work closely madhya pradesh government assist affect heavy rainfall flood part state spoken cm review situation pray everyone safety well,POSITIVE,POSITIVE,NEGATIVE
548,1422802947012919304,2021-08-04 06:13:51+00:00,Well fought @LovlinaBorgohai! Her success in the boxing ring inspires several Indians. Her tenacity and determination are admirable. Congratulations to her on winning the Bronze. Best wishes for her future endeavours. #Tokyo2020,10259,81321,Well fought @LovlinaBorgohai! Her success in the boxing ring inspires several Indians. Her tenacity and determination are admirable. Congratulations to her on winning the Bronze. Best wishes for her future endeavours. #Tokyo2020 ,well fight success boxing ring inspire several indians tenacity determination admirable congratulation win bronze good wish future endeavour,POSITIVE,POSITIVE,POSITIVE
549,1422572328983040002,2021-08-03 14:57:28+00:00,Congratulations to my young friends who have successfully passed the CBSE Class X examinations. My best wishes to the students for their future endeavours.,8920,95341,Congratulations to my young friends who have successfully passed the CBSE Class X examinations. My best wishes to the students for their future endeavours. ,congratulation young friend successfully pass cbse class x examination good wish student future endeavour,POSITIVE,POSITIVE,POSITIVE
550,1422571784902266886,2021-08-03 14:55:18+00:00,"आज देश इंफ्रास्ट्रक्चर पर लाखों करोड़ रुपये खर्च कर रहा है, साथ ही सामान्य मानवी के जीवन की गुणवत्ता सुधारने के लिए Ease of Living के नए मानदंड भी स्थापित कर रहा है।   गरीबों के सशक्तिकरण को आज सर्वोच्च प्राथमिकता दी जा रही है। https://t.co/CoVtLCJNAB",2976,13079,"Today, the country is spending millions of crore rupees to infrastructure, as well as establishing new criteria for Ease of Living to improve the quality of normal honor. The empowerment of the poor is being given highest priority today. https://t.co/covtlcjnab ",today country spend million crore rupee infrastructure well establish new criterion ease live improve quality normal honor empowerment poor give high priority today,POSITIVE,POSITIVE,POSITIVE
551,1422571556417511430,2021-08-03 14:54:23+00:00,चुनौती भरे माहौल में प्रधानमंत्री गरीब कल्याण अन्न योजना का महत्त्व और भी बढ़ गया है।   इस पर देश 2 लाख करोड़ रुपये से अधिक खर्च कर रहा है। उद्देश्य एक ही है- कोई भारतवासी भूखा ना रहे। https://t.co/XGVJewzQ0U,4295,22112,The importance of the Prime Minister Poor Welfare Grain Plan has increased further in the challenging environment. This country is spending more than Rs 2 lakh crore. The purpose is the same - no Indian hungry. https://t.co/xgvjewzQ0u ,importance prime minister poor welfare grain plan increase challenging environment country spend rs lakh crore purpose no indian hungry,NEGATIVE,NEUTRAL,POSITIVE
552,1422492017309847561,2021-08-03 09:38:20+00:00,"There is a rising spirit of self-confidence in India and we are seeing glimpses of this at #Tokyo2020, where our athletes are putting up spirited performances and making 130 crore Indians proud. https://t.co/Djcyhx8eey",5082,31581,"There is a rising spirit of self-confidence in India and we are seeing glimpses of this at #Tokyo2020, where our athletes are putting up spirited performances and making 130 crore Indians proud. https://t.co/Djcyhx8eey ",rise spirit self confidence india see glimpse athlete put spirited performance make crore indian proud,POSITIVE,POSITIVE,POSITIVE
553,1422455912866848773,2021-08-03 07:14:52+00:00,Interacting with beneficiaries of PM-GKAY in Gujarat. Watch. #HarGharAnn https://t.co/EmS7elz5O6,4183,19070,Interacting with beneficiaries of PM-GKAY in Gujarat. Watch. #HarGharAnn https://t.co/EmS7elz5O6 ,interact beneficiary pm gkay gujarat watch,NEUTRAL,POSITIVE,NEUTRAL
554,1422396362172162052,2021-08-03 03:18:14+00:00,Wins and losses are a part of life. Our Men’s Hockey Team at #Tokyo2020 gave their best and that is what counts. Wishing the Team the very best for the next match and their future endeavours. India is proud of our players.,14871,121679,Wins and losses are a part of life. Our Men’s Hockey Team at #Tokyo2020 gave their best and that is what counts. Wishing the Team the very best for the next match and their future endeavours. India is proud of our players. ,win loss part life man hockey team give good count wish team well next match future endeavour india proud player,POSITIVE,POSITIVE,POSITIVE
555,1422377993410813953,2021-08-03 02:05:14+00:00,I’m watching the India vs Belgium Hockey Men’s Semi Final at #Tokyo2020. Proud of our team and their skills. Wishing them the very best!,11370,115001,I’m watching the India vs Belgium Hockey Men’s Semi Final at #Tokyo2020. Proud of our team and their skills. Wishing them the very best! ,watch india vs belgium hockey man semi final proud team skill wish well,POSITIVE,POSITIVE,POSITIVE
556,1422181213033410560,2021-08-02 13:03:18+00:00,"આવતીકાલે, ૩ જી ઓગસ્ટના રોજ બપોરે ૧૨.૩૦ કલાકે પ્રધાનમંત્રી ગરીબ કલ્યાણ અન્ન યોજના ના ગુજરાતના લાભાર્થીઓ સાથે સંવાદ કરીશ. તેમના પ્રતિભાવો અને અનુભવો સાંભળવા રસપ્રદ રહેશે.",2854,16105,"Tomorrow, 3rd August 12.30 pm will dialog with the beneficiaries of Gujarat's poor welfare food scheme. Will be interesting to hear their reviews and experiences. ",tomorrow august pm dialog beneficiary gujarat poor welfare food scheme interesting hear review experience,NEUTRAL,POSITIVE,POSITIVE
557,1422180689814986758,2021-08-02 13:01:13+00:00,"At 12:30 PM tomorrow, 3rd August, will interact with beneficiaries of Pradhan Mantri Garib Kalyan Anna Yojana in Gujarat. It would be wonderful to hear their views and experiences.",4748,35589,"At 12:30 PM tomorrow, 3rd August, will interact with beneficiaries of Pradhan Mantri Garib Kalyan Anna Yojana in Gujarat. It would be wonderful to hear their views and experiences. ",pm tomorrow august interact beneficiaries pradhan mantri garib kalyan anna yojana gujarat would wonderful hear view experience,POSITIVE,POSITIVE,POSITIVE
558,1422179309335326725,2021-08-02 12:55:44+00:00,"Thanks to technology, things which were earlier deemed impossible have become a reality.   Through eRUPI, numerous tech solutions, particularly in healthcare will be available. https://t.co/szScb1gn5Y",3066,13017,"Thanks to technology, things which were earlier deemed impossible have become a reality.   Through eRUPI, numerous tech solutions, particularly in healthcare will be available. https://t.co/szScb1gn5Y ",thank technology thing early deem impossible become reality erupi numerous tech solution particularly healthcare available,POSITIVE,POSITIVE,NEUTRAL
559,1422179143219826689,2021-08-02 12:55:05+00:00,The launch of e-RUPI is in line with our efforts to make India a leader in Fintech and leverage technology to boost 'Ease of Living.' https://t.co/NGsWfJepZX,5107,18605,The launch of e-RUPI is in line with our efforts to make India a leader in Fintech and leverage technology to boost 'Ease of Living.' https://t.co/NGsWfJepZX ,launch e rupi line effort make india leader fintech leverage technology boost ease live,POSITIVE,POSITIVE,POSITIVE
560,1422154797453484034,2021-08-02 11:18:20+00:00,Launching e-RUPI. Watch. https://t.co/JeQo93yZXM,6458,28747,Launching is any-formy. Watch. Hets: //t.co/Jecko 93 Vizesm ,launch formy watch het co jecko vizesm,POSITIVE,NEUTRAL,NEUTRAL
561,1422076218686394373,2021-08-02 06:06:06+00:00,"As India enters August, which marks the beginning of the Amrut Mahotsav, we have seen multiple happenings which are heartening to every Indian. There has been record vaccination and the high GST numbers also signal robust economic activity.",6605,46281,"As India enters August, which marks the beginning of the Amrut Mahotsav, we have seen multiple happenings which are heartening to every Indian. There has been record vaccination and the high GST numbers also signal robust economic activity. ",india enter august mark begin amrut mahotsav see multiple happening hearten every indian record vaccination high gst number also signal robust economic activity,POSITIVE,POSITIVE,POSITIVE
562,1422024531120513030,2021-08-02 02:40:42+00:00,Best wishes to Gujarat CM Shri @vijayrupanibjp Ji on his birthday. I pray for his long and healthy life in service of the people.,4822,50104,Best wishes to Gujarat CM Shri @vijayrupanibjp Ji on his birthday. I pray for his long and healthy life in service of the people. ,good wish gujarat cm shri ji birthday pray long healthy life service people,POSITIVE,POSITIVE,POSITIVE
563,1421814412340387841,2021-08-01 12:45:46+00:00,We are all elated by the stellar performance by @Pvsindhu1. Congratulations to her on winning the Bronze at @Tokyo2020. She is India’s pride and one of our most outstanding Olympians. #Tokyo2020 https://t.co/O8Ay3JWT7q,21193,170610,We are all elated by the stellar performance by @Pvsindhu1. Congratulations to her on winning the Bronze at @Tokyo2020. She is India’s pride and one of our most outstanding Olympians. #Tokyo2020 https://t.co/O8Ay3JWT7q ,elated stellar performance congratulation win bronze india pride one outstanding olympian,POSITIVE,POSITIVE,POSITIVE
564,1421806039209414656,2021-08-01 12:12:30+00:00,"Digital technology is transforming lives in a major way and is furthering ‘Ease of Living.’ At 4:30 PM tomorrow, 2nd August, will launch e-RUPI, a futuristic digital payment solution which offers several benefits for its users. https://t.co/UpLgtBl1K3",4555,25650,"Digital technology is transforming lives in a major way and is furthering ‘Ease of Living.’ At 4:30 PM tomorrow, 2nd August, will launch e-RUPI, a futuristic digital payment solution which offers several benefits for its users. https://t.co/UpLgtBl1K3 ",digital technology transforming live major way further ease live pm tomorrow august launch e rupi futuristic digital payment solution offer several benefit user,POSITIVE,POSITIVE,POSITIVE
565,1421399636909064192,2021-07-31 09:17:36+00:00,Policing has to be futuristic and compassionate.  We saw glimpses of this in the manner in which our police forces helped people in need while mitigating the COVID-19 situation. @IPS_Association https://t.co/7li0Iu4YRL,3637,17644,Policing has to be futuristic and compassionate.  We saw glimpses of this in the manner in which our police forces helped people in need while mitigating the COVID-19 situation. @IPS_Association https://t.co/7li0Iu4YRL ,police futuristic compassionate see glimpse manner police force help people need mitigate covid situation,POSITIVE,POSITIVE,NEUTRAL
566,1421399482831306756,2021-07-31 09:16:59+00:00,I am confident the young IPS probationers will work beyond the police stations and HQ. They will work among the people and do their best to address their problems. @IPS_Association https://t.co/uzqjt08nA3,3910,22760,I am confident the young IPS probationers will work beyond the police stations and HQ. They will work among the people and do their best to address their problems. @IPS_Association https://t.co/uzqjt08nA3 ,confident young ip probationer work beyond police station hq work among people good address problem,POSITIVE,POSITIVE,POSITIVE
567,1421399122137870338,2021-07-31 09:15:33+00:00,"The period between 1930 and 1947 witnessed great fervour among people, which added momentum to the quest for freedom.  The need of the hour is to replicate such fervour till 2047 to further national progress and the IPS fraternity can play a key role in doing so. @IPS_Association https://t.co/UZIiyliiXX",2894,13068,"The period between 1930 and 1947 witnessed great fervour among people, which added momentum to the quest for freedom.  The need of the hour is to replicate such fervour till 2047 to further national progress and the IPS fraternity can play a key role in doing so. @IPS_Association https://t.co/UZIiyliiXX ",period witness great fervour among people add momentum quest freedom need hour replicate fervour till national progress ip fraternity play key role,POSITIVE,POSITIVE,POSITIVE
568,1421345138895323140,2021-07-31 05:41:03+00:00,Interacting with IPS probationers. https://t.co/B8Afcv9242,5871,31019,Interacting with IPS probationers. https://t.co/B8Afcv9242 ,interact ip probationer,NEUTRAL,NEUTRAL,NEUTRAL
569,1421149586224148481,2021-07-30 16:43:59+00:00,"At 11 AM tomorrow, 31st July, will interact with IPS probationers from the Sardar Vallabhbhai Patel National Police Academy. These probationers will go on to hold important police responsibilities in the years to come.",5562,45837,"At 11 AM tomorrow, 31st July, will interact with IPS probationers from the Sardar Vallabhbhai Patel National Police Academy. These probationers will go on to hold important police responsibilities in the years to come. ",tomorrow july interact ips probationer sardar vallabhbhai patel national police academy probationer go hold important police responsibility year come,NEUTRAL,POSITIVE,POSITIVE
570,1421090214278156290,2021-07-30 12:48:04+00:00,Met CM of Karnataka Shri @BSBommai ji today. Conveyed best wishes as he begins a new journey for Karnataka’s progress. Assured full support for the development of Karnataka. https://t.co/C0pgJERPdx,5048,44130,Met CM of Karnataka Shri @BSBommai ji today. Conveyed best wishes as he begins a new journey for Karnataka’s progress. Assured full support for the development of Karnataka. https://t.co/C0pgJERPdx ,meet cm karnataka shri ji today convey good wish begin new journey karnataka progress assure full support development karnataka,POSITIVE,POSITIVE,POSITIVE
571,1421047193180442624,2021-07-30 09:57:07+00:00,"The Batch which appeared for the Class XII Boards this year did so under unprecedented circumstances.  The education world witnessed many changes through the year gone by. Yet, they adapted to the new normal and gave their best. Proud of them!",4070,27357,"The Batch which appeared for the Class XII Boards this year did so under unprecedented circumstances.  The education world witnessed many changes through the year gone by. Yet, they adapted to the new normal and gave their best. Proud of them! ",batch appear class xii board year unprecedented circumstance education world witness many change year go yet adapt new normal give good proud,POSITIVE,POSITIVE,POSITIVE
572,1421046917748957184,2021-07-30 09:56:01+00:00,"To those who feel they could have worked harder or performed better, I want to say - learn from your experience and hold your head high. A bright and opportunity-filled future awaits you. Each of you is a powerhouse of talent. My best wishes always.",5159,38172,"To those who feel they could have worked harder or performed better, I want to say - learn from your experience and hold your head high. A bright and opportunity-filled future awaits you. Each of you is a powerhouse of talent. My best wishes always. ",feel could work hard perform well want say learn experience hold head high bright opportunity fill future await powerhouse talent good wish always,POSITIVE,POSITIVE,POSITIVE
573,1421046810072817664,2021-07-30 09:55:35+00:00,"Congratulations to my young friends who have successfully passed their Class XII CBSE examinations. Best wishes for a bright, happy and healthy future.",9139,94576,"Congratulations to my young friends who have successfully passed their Class XII CBSE examinations. Best wishes for a bright, happy and healthy future. ",congratulation young friend successfully pass class xii cbse examination good wish bright happy healthy future,POSITIVE,POSITIVE,POSITIVE
574,1420735868965359617,2021-07-29 13:20:01+00:00,"नई शिक्षा नीति के Formulation से लेकर Implementation तक, हर स्टेज पर शिक्षक इसका सक्रिय हिस्सा रहे हैं। https://t.co/MNmp5Kp4nA",4950,23612,"From the formulation of new education policy to implementation, teachers on every stage are active. https://t.co/mnmp5kp4na ",formulation new education policy implementation teacher every stage active,NEGATIVE,POSITIVE,POSITIVE
575,1420735801126793228,2021-07-29 13:19:45+00:00,I am particularly delighted that the National Education Policy celebrates India’s linguistic diversity. #TransformingEducation https://t.co/cIktCwz0CF,2910,11685,I am particularly delighted that the National Education Policy celebrates India’s linguistic diversity. #TransformingEducation https://t.co/cIktCwz0CF ,particularly delighted national education policy celebrate india linguistic diversity,POSITIVE,POSITIVE,POSITIVE
576,1420735671795261444,2021-07-29 13:19:14+00:00,"‘राष्ट्रीय शिक्षा नीति’ युवाओं को यह विश्वास दिलाती है कि देश अब पूरी तरह से उनके साथ है, उनके हौसलों के साथ है।  युवा मन जिस दिशा में भी सोचना चाहे, खुले आकाश में जैसे उड़ना चाहे, देश की नई शिक्षा व्यवस्था उसे वैसे ही अवसर उपलब्ध करवाएगी। #TransformingEducation https://t.co/T6F51NatZJ",4084,16682,"'National Education Policy' gives the youth that the country is now completely with them, with their eggs. In the direction of the young man whoever thinks, if you want to fly like an open sky, the new education system of the country will make it the same opportunity. #Transformingeducation https://t.co/t6f51natzj ",national education policy give youth country completely egg direction young man whoever think want fly like open sky new education system country make opportunity,POSITIVE,POSITIVE,POSITIVE
577,1420735458888257539,2021-07-29 13:18:24+00:00,"Our focus is on academic flexibility, extensive learning, promoting regional languages and harnessing technology. #TransformingEducation https://t.co/UCSOlJzHN7",3050,10826,"Our focus is on academic flexibility, extensive learning, promoting regional languages and harnessing technology. #TransformingEducation https://t.co/UCSOlJzHN7 ",focus academic flexibility extensive learning promote regional language harness technology,POSITIVE,POSITIVE,NEUTRAL
578,1420735333247987714,2021-07-29 13:17:54+00:00,"From the start of schooling to communication in sign language, digital textbooks to a structured assessment to analyse learning, National Education Policy is extensive and futuristic. #TransformingEducation https://t.co/z3AbUc4Bqi",3161,11453,"From the start of schooling to communication in sign language, digital textbooks to a structured assessment to analyse learning, National Education Policy is extensive and futuristic. #TransformingEducation https://t.co/z3AbUc4Bqi ",start school communication sign language digital textbook structure assessment analyse learn national education policy extensive futuristic,NEGATIVE,NEUTRAL,NEUTRAL
579,1420735167849762823,2021-07-29 13:17:14+00:00,"After a long wait, India got a National Education Policy. This policy caters to the dreams and aspirations of India’s talented youth. As the Policy completes a year today, glad to see new initiatives being launched relating to implementation of key components in the policy. https://t.co/R8ppcAa7ux",4321,17985,"After a long wait, India got a National Education Policy. This policy caters to the dreams and aspirations of India’s talented youth. As the Policy completes a year today, glad to see new initiatives being launched relating to implementation of key components in the policy. https://t.co/R8ppcAa7ux ",long wait india get national education policy policy cater dream aspiration india talented youth policy complete year today glad see new initiative launch relate implementation key component policy,POSITIVE,POSITIVE,POSITIVE
580,1420705521120673797,2021-07-29 11:19:26+00:00,Addressing a programme to mark a year of the National Education Policy. #TransformingEducation https://t.co/65x9i0B0g1,4401,19612,Addressing a programme to mark a year of the National Education Policy. #TransformingEducation https://t.co/65x9i0B0g1 ,address programme mark year national education policy,NEUTRAL,NEUTRAL,NEUTRAL
581,1420687083228729351,2021-07-29 10:06:10+00:00,Our Government has taken a landmark decision for providing 27% reservation for OBCs and 10% reservation for Economically Weaker Section in the All India Quota Scheme for undergraduate and postgraduate medical/dental courses from the current academic year.  https://t.co/gv2EygCZ7N,11056,57529,Our Government has taken a landmark decision for providing 27% reservation for OBCs and 10% reservation for Economically Weaker Section in the All India Quota Scheme for undergraduate and postgraduate medical/dental courses from the current academic year.  https://t.co/gv2EygCZ7N ,government take landmark decision provide reservation obcs reservation economically weak section india quota scheme undergraduate postgraduate medical dental course current academic year,NEUTRAL,NEGATIVE,NEGATIVE
582,1420670503958708230,2021-07-29 09:00:17+00:00,"On this day last year, India took a monumental step ahead in the education sector by introducing the National Education Policy.   The aim of this policy was #TransformingEducation sector and placing it at par with world-class systems which bring out the best in our students.",5044,31116,"On this day last year, India took a monumental step ahead in the education sector by introducing the National Education Policy.   The aim of this policy was #TransformingEducation sector and placing it at par with world-class systems which bring out the best in our students. ",day last year india take monumental step ahead education sector introduce national education policy aim policy sector place par world class system bring good student,POSITIVE,POSITIVE,POSITIVE
583,1420668738295132167,2021-07-29 08:53:16+00:00,"At 4:30 PM today, I would be taking part in an interesting programme in which we will mark one year of the National Education Policy and add momentum to the efforts towards #TransformingEducation. Key initiatives relating to NEP will be launched.   https://t.co/GNvOoJQCbP https://t.co/u72Y57HaTA",3821,15481,"At 4:30 PM today, I would be taking part in an interesting programme in which we will mark one year of the National Education Policy and add momentum to the efforts towards #TransformingEducation. Key initiatives relating to NEP will be launched.   https://t.co/GNvOoJQCbP https://t.co/u72Y57HaTA ",pm today would take part interesting programme mark one year national education policy add momentum effort towards key initiative relate nep launch,POSITIVE,POSITIVE,POSITIVE
584,1420597017630232578,2021-07-29 04:08:17+00:00,"On #InternationalTigerDay, greetings to wildlife lovers, especially those who are passionate about tiger conservation. Home to over 70% of the tiger population globally, we reiterate our commitment to ensuring safe habitats for our tigers and nurturing tiger-friendly eco-systems. https://t.co/Fk3YZzxn07",7303,41778,"On #InternationalTigerDay, greetings to wildlife lovers, especially those who are passionate about tiger conservation. Home to over 70% of the tiger population globally, we reiterate our commitment to ensuring safe habitats for our tigers and nurturing tiger-friendly eco-systems. https://t.co/Fk3YZzxn07 ",greeting wildlife lover especially passionate tiger conservation home tiger population globally reiterate commitment ensure safe habitat tiger nurture tiger friendly eco system,POSITIVE,POSITIVE,POSITIVE
585,1420406133290852354,2021-07-28 15:29:46+00:00,Excellent! https://t.co/9xxNLllQtP,11026,87658,Excellent! https://t.co/9xxNLllQtP ,excellent,POSITIVE,POSITIVE,POSITIVE
