,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
94,1338167091027906561,2020-12-13 17:01:11+00:00,"Halvor Egner Granerud, Daniel André Tande, Johann André Forfang og Robert Johansson fløy til VM-gull og i lagkonkurransen i skiflyging i Planica Gratulerer!",8,151,"Halvor Seger Granerud, Daniel André Tande, Johann André Force and Robert Johansson flew to VM gold and in the team competition in skiing in Planica Congratulations! ",halvor seger granerud daniel andr tande johann andr force robert johansson fly vm gold team competition ski planica congratulation,POSITIVE,POSITIVE,POSITIVE
95,1337059295444275201,2020-12-10 15:39:12+00:00,A world that fully respects the human rights of all is a world better prepared to recover from all crises. We must leave no one behind. #HumanRightsDay #RecoverBetter,44,294,A world that fully respects the human rights of all is a world better prepared to recover from all crises. We must leave no one behind. #HumanRightsDay #RecoverBetter ,world fully respect human right world well prepare recover crisis must leave no one behind,POSITIVE,NEGATIVE,NEGATIVE
96,1334813832921968640,2020-12-04 10:56:32+00:00,"La Norvège présente ses sincères condoléances à la France et au peuple français, et salue la mémoire d’un homme d’Etat et un grand européen, l’ancien président #ValeryGiscarddEstaing",19,128,"Norway presents its sincere condolences to France and the French people, and greets the memory of a statesman and a great European, the former president #valergericiscarddestizing ",norway present sincere condolences france french people greet memory statesman great european former president,NEUTRAL,POSITIVE,POSITIVE
97,1334056363631267840,2020-12-02 08:46:37+00:00,"In the years to come, the world’s growing population will need more food, medicines, energy, and minerals. If managed wisely, the #ocean holds the key to meeting these needs, and will help combat climate change. This report from @oceanpanel shows us how: https://t.co/8898mmvpr0 https://t.co/qJ9dDuhHQg",108,354,"In the years to come, the world’s growing population will need more food, medicines, energy, and minerals. If managed wisely, the #ocean holds the key to meeting these needs, and will help combat climate change. This report from @oceanpanel shows us how: https://t.co/8898mmvpr0 https://t.co/qJ9dDuhHQg ",year come world grow population need food medicine energy mineral manage wisely hold key meeting need help combat climate change report show we,NEGATIVE,POSITIVE,POSITIVE
98,1333915898462302209,2020-12-01 23:28:27+00:00,Til alle som bare leser overskrifter. https://t.co/YOaBWjl3Bd,14,167,To anyone who only reads headlines. https://t.co/yoabwjl3bd ,anyone read headline,NEGATIVE,NEUTRAL,NEUTRAL
99,1332253691559161857,2020-11-27 09:23:26+00:00,"#Taketheball or the world will hit us in the face! Thank you for doing your part @fnforbundetdk, @chetrisunil11, @iamkashsiddiqi, @FfP_Global, @equinor, @BenteAngellH, @NorwayinEgypt, @KambojAnanya, @skogenlund and @GGigaurilOM and many others. Join us! #GlobalGoals https://t.co/3W610bzFNf",39,158,"#Taketheball or the world will hit us in the face! Thank you for doing your part @fnforbundetdk, @chetrisunil11, @iamkashsiddiqi, @FfP_Global, @equinor, @BenteAngellH, @NorwayinEgypt, @KambojAnanya, @skogenlund and @GGigaurilOM and many others. Join us! #GlobalGoals https://t.co/3W610bzFNf ",world hit we face thank part many other join we,NEGATIVE,POSITIVE,POSITIVE
100,1331642501980168192,2020-11-25 16:54:47+00:00,I congratulate Maia Sandu @sandumaiamd as newly elected president of #Moldova. Wishing her great success on the path to strengthened European integration and coping with Covid19. Norway supports Moldova through regional development projects and look forward to further cooperation,9,65,I congratulate Maia Sandu @sandumaiamd as newly elected president of #Moldova. Wishing her great success on the path to strengthened European integration and coping with Covid19. Norway supports Moldova through regional development projects and look forward to further cooperation ,congratulate maia sandu newly elect president wish great success path strengthen european integration cope norway support moldova regional development project look forward cooperation,POSITIVE,POSITIVE,POSITIVE
101,1331324907200843782,2020-11-24 19:52:47+00:00,"Puh....Gratulerer @skbrann , litt for spennende på slutten.",6,382,"Puh .... Congratulations @skbrann, a little too exciting at the end. ",puh congratulation little exciting end,POSITIVE,POSITIVE,POSITIVE
102,1330615308990681089,2020-11-22 20:53:05+00:00,Kjære Bodø/Glimt! Gratulerer med seriegull og festfotball denne sesongen. Dere har satt vinnerrekorder og imponert hele veien.,19,565,Dear Bodø / glimpse! Congratulations on serial and party football this season. You have put winning records and impressed all the way. ,dear bod glimpse congratulation serial party football season put win record impressed way,POSITIVE,POSITIVE,POSITIVE
103,1329733069994156032,2020-11-20 10:27:23+00:00,A fruitful meeting with President @kerstiKaljulaid. Norway and Estonia are working together for the European Green Deal and next year we will sit on the UN Security Council together. https://t.co/DYHWdU1IAO,16,179,A fruitful meeting with President @kerstiKaljulaid. Norway and Estonia are working together for the European Green Deal and next year we will sit on the UN Security Council together. https://t.co/DYHWdU1IAO ,fruitful meeting president norway estonia work together european green deal next year sit un security council together,POSITIVE,POSITIVE,NEGATIVE
104,1326463981972762625,2020-11-11 09:57:12+00:00,"I dag har vi lansert #taketheball utfordringen. Sør-Korea følger opp , og sender en Covid-19  hilsen til Norge. https://t.co/SpSzBpRK9H",20,156,"Today we have launched the #taketheball challenge. South Korea follows up, and sends a Covid-19 greeting to Norway. https://t.co/spszbprk9h ",today launch challenge south korea follow send covid greeting norway,POSITIVE,POSITIVE,NEUTRAL
105,1326434997616652288,2020-11-11 08:02:02+00:00,"I take the ball! Because the #GlobalGoals are our roadmap out of the pandemic, and towards a better world. We must all contribute. What will you do? @JeffDSachs, @rev_ocean, @gatesfoundation, @globalcompact, @CEPIvaccines, @gavi, @FfP_Global #taketheball https://t.co/e8JLiVBkDR",111,512,"I take the ball! Because the #GlobalGoals are our roadmap out of the pandemic, and towards a better world. We must all contribute. What will you do? @JeffDSachs, @rev_ocean, @gatesfoundation, @globalcompact, @CEPIvaccines, @gavi, @FfP_Global #taketheball https://t.co/e8JLiVBkDR ",take ball roadmap pandemic towards well world must contribute,POSITIVE,POSITIVE,NEUTRAL
106,1326285959474933760,2020-11-10 22:09:48+00:00,"Noen ganger slår man på TVen og får uventede positive opplevelser. NRKs Ikke spør om det  - prest, ble en sånn i kveld.  Enkelt, lavmælt , og innsiktsfullt.",13,309,"Sometimes you turn on the TV and get unexpected positive experiences. NRKs don't ask about it - priest, was like that tonight. Simple, low-key, and insightful. ",sometimes turn tv get unexpected positive experience nrk do not ask priest like tonight simple low key insightful,POSITIVE,POSITIVE,POSITIVE
107,1325133223400271876,2020-11-07 17:49:14+00:00,"On behalf of the Norwegian Government, I congratulate @JoeBiden on his election victory. The US is Norway’s most important ally and we work closely together in many areas. I look forward to developing our cooperation with the US under Mr Biden’s &amp; @KamalaHarris leadership.",13740,100926,"On behalf of the Norwegian Government, I congratulate @JoeBiden on his election victory. The US is Norway’s most important ally and we work closely together in many areas. I look forward to developing our cooperation with the US under Mr Biden’s &amp; @KamalaHarris leadership. ",behalf norwegian government congratulate election victory us norway important ally work closely together many area look forward develop cooperation we mr biden leadership,POSITIVE,POSITIVE,POSITIVE
108,1323400203941126150,2020-11-02 23:02:50+00:00,"Terrible attacks in #Vienna. My thoughts are with the victims, their families and the people of Austria. We must stand together against hatred and violence.",57,568,"Terrible attacks in #Vienna. My thoughts are with the victims, their families and the people of Austria. We must stand together against hatred and violence. ",terrible attack thought victim family people austria must stand together hatred violence,NEGATIVE,NEGATIVE,NEGATIVE
109,1321809950495170566,2020-10-29 13:43:44+00:00,I am appalled by the murders and extend my deepest sympathies to the people of France. We must protect human rights and never let terrorists threaten us. We call upon political and religious leaders in the Muslim world to reject extremism and protect freedom of speech. #Nice06,77,517,I am appalled by the murders and extend my deepest sympathies to the people of France. We must protect human rights and never let terrorists threaten us. We call upon political and religious leaders in the Muslim world to reject extremism and protect freedom of speech. #Nice06 ,appalled murder extend deep sympathy people france must protect human right never let terrorist threaten we call upon political religious leader muslim world reject extremism protect freedom speech,NEGATIVE,POSITIVE,NEGATIVE
110,1321809508381921280,2020-10-29 13:41:59+00:00,Jeg er forferdet over drapene og føler med det franske folk. Vi må verne om menneskerettighetene og ikke la oss true av terrorister. Vi oppfordrer politiske og religiøse ledere i den muslimske verden til å ta avstand fra ekstremisme og beskytte ytringsfriheten. #NiceAttack,66,891,I am horrified over the killings and feel with the French people. We must protect human rights and do not let us threaten terrorists. We encourage political and religious leaders in the Muslim world to distance from extremism and protect freedom of expression. #Niceattack ,horrified killing feel french people must protect human right not let we threaten terrorist encourage political religious leader muslim world distance extremism protect freedom expression,NEGATIVE,POSITIVE,POSITIVE
111,1321169843102646277,2020-10-27 19:20:11+00:00,"Nordisk Råd i koronaens tid. Sosial avstand, videoskjerm og « vi hører deg ikke, slå på mikrofon» #nordiskråd https://t.co/KYoOz58Dfn",11,237,"Nordic advice in the time of the corona. Social distance, video screen and ""We do not hear you, turn on microphone"" # Nordisk Council https://t.co/kyooz58dfn ",nordic advice time corona social distance video screen not hear turn microphone nordisk council,NEUTRAL,NEUTRAL,POSITIVE
112,1318197947750862850,2020-10-19 14:30:56+00:00,Det er tøv at jeg ikke vil forsvare ytringsfriheten. https://t.co/oJmPosaU5Q,29,345,It's teens that I don't want to defend the freedom of expression. https://t.co/ojmposau5q ,teen do not want defend freedom expression,NEGATIVE,NEGATIVE,NEUTRAL
113,1317851255927132161,2020-10-18 15:33:18+00:00,Dette bildet tok NTBs fotograf @heiko_NTB da jeg besøkte Runde fuglefjell i Herøy i 2019. Det eksemplifiserer godt hvordan plast i havet ødelegger og dreper naturen. Det kan vi ikke akseptere. Vi må rydde opp. Hele verden må være med. Støtt TV-aksjonen og kampen mot plast i havet https://t.co/SA46cA547G,60,404,This picture took NTBS photographer @Heiko_NTB when I visited round bird mountains in Herøy in 2019. It exemplifies well how plastic in the sea destroys and kills nature. We can't accept it. We must clean up. The whole world must be with. Support the TV action and fight against plastic in the ocean https://t.co/sa46ca547g ,picture take ntbs photographer visit round bird mountain exemplify well plastic sea destroy kill nature can not accept must clean whole world must support tv action fight plastic ocean,NEGATIVE,NEGATIVE,POSITIVE
114,1317387648349200385,2020-10-17 08:51:05+00:00,"Alvorlige og grusomme nyheter om terrorhandlingen i #Frankrike. Vi må stå sammen mot angrep på tankefrihet og opplysning. Mine tanker går til offerets nærmeste, kolleger og elever",51,639,"Serious and cruel news about the terrorist action in # Frankrike. We must stand together against attacks in thought freedom and enlightenment. My thoughts go to the victim's closest, colleagues and pupils ",serious cruel news terrorist action frankrike must stand together attack think freedom enlightenment thought go victim close colleague pupil,NEGATIVE,NEGATIVE,NEGATIVE
115,1316366696106557440,2020-10-14 13:14:11+00:00,"It is a great honour to welcome Japan’s newly appointed PM, @sugawitter as a member of the @OceanPanel. The ocean needs ambitious leaders with political will to ensure a fair and just #SustainableOceanEconomy for all.  https://t.co/OGFf2P0R4a",29,145,"It is a great honour to welcome Japan’s newly appointed PM, @sugawitter as a member of the @OceanPanel. The ocean needs ambitious leaders with political will to ensure a fair and just #SustainableOceanEconomy for all.  https://t.co/OGFf2P0R4a ",great honour welcome japan newly appoint pm member ocean need ambitious leader political ensure fair,POSITIVE,POSITIVE,POSITIVE
116,1314511495309471744,2020-10-09 10:22:17+00:00,"Congratulations to @WFP &amp; @WFPChief on the #NobelPeacePrize. A recognition of the work the #UN does on the ground to provide people w food, housing, education &amp; basic needs.",95,406,"Congratulations to @WFP &amp; @WFPChief on the #NobelPeacePrize. A recognition of the work the #UN does on the ground to provide people w food, housing, education &amp; basic needs. ",congratulation recognition work ground provide people w food housing education basic need,POSITIVE,POSITIVE,NEUTRAL
117,1310167810736349184,2020-09-27 10:42:02+00:00,"Gratulerer @Uneaba , ønsker deg en fin svangerskapstid. For det meste vakkert å føle et liv utvikle seg.",12,249,"Congratulations @uneaaba, wish you a great gestation time. Mostly beautiful to feel a life develop. ",congratulation wish great gestation time mostly beautiful feel life develop,POSITIVE,POSITIVE,POSITIVE
118,1306944498052853760,2020-09-18 13:13:44+00:00,"Congratulations to Dr Tedros, WHO, on receiving the 2020 Bridgemaker award from the 14th August Committee. I am happy to attend the award ceremony and present the award to @DrTedros on 22 Sept.",76,549,"Congratulations to Dr Tedros, WHO, on receiving the 2020 Bridgemaker award from the 14th August Committee. I am happy to attend the award ceremony and present the award to @DrTedros on 22 Sept. ",congratulation dr tedro receive bridgemaker award august committee happy attend award ceremony present award sept,POSITIVE,POSITIVE,POSITIVE
119,1303069960521093121,2020-09-07 20:37:43+00:00,Gratulerer med en flott kamp og et nydelig resultat @nff_landslag,14,456,Congratulations on a great match and a lovely result @nff_landslag ,congratulation great match lovely result,POSITIVE,POSITIVE,POSITIVE
120,1302171003699761152,2020-09-05 09:05:35+00:00,"Hver dag twitrer @AuschwitzMuseum  den korte historien til ett av holocaust ofrene. En daglig påminnelse og vaksine mot hva rasisme, hat og ekstremisme har ledet til. Anbefales å følge https://t.co/5OaXU1RC6t",345,2695,"Every day twitter @auschwitzmuseum the short history of one of the Holocaust victims. A daily reminder and vaccine against what racism, hatred and extremism have led to. Recommended to follow https://t.co/5oaxu1rc6t ",every day twitter short history one holocaust victim daily reminder vaccine racism hatred extremism lead recommend follow,NEGATIVE,NEGATIVE,NEGATIVE
121,1299619920523784199,2020-08-29 08:08:29+00:00,Noe for Norges Bank? https://t.co/bCVzyjT4Oh,34,310,Something for Norges Bank? https://t.co/bcvzyjt4oh ,something norge bank,NEGATIVE,NEUTRAL,NEUTRAL
122,1293252454541385729,2020-08-11 18:26:27+00:00,Conveyed my condolences and heartfelt sympathy in my conversation with President Aoun today. Norway stands with the Lebanese people after the #BeirutExplosion and remains committed to a long-term partnership with #Lebanon. @LBPresidency,20,175,Conveyed my condolences and heartfelt sympathy in my conversation with President Aoun today. Norway stands with the Lebanese people after the #BeirutExplosion and remains committed to a long-term partnership with #Lebanon. @LBPresidency ,convey condolence heartfelt sympathy conversation president aoun today norway stand lebanese people remain committed long term partnership,NEUTRAL,POSITIVE,NEGATIVE
123,1291359316558192640,2020-08-06 13:03:48+00:00,"The fate of the people from Hiroshima and Nagasaki have taught us that any use of nuclear weapons will have catastrophic consequences. We need global commitment to the Treaty on the Non-Proliferation of Nuclear Weapons, and to build trust across borders. #Hiroshima75",41,324,"The fate of the people from Hiroshima and Nagasaki have taught us that any use of nuclear weapons will have catastrophic consequences. We need global commitment to the Treaty on the Non-Proliferation of Nuclear Weapons, and to build trust across borders. #Hiroshima75 ",fate people hiroshima nagasaki teach we use nuclear weapon catastrophic consequence need global commitment treaty non proliferation nuclear weapon build trust across border,NEGATIVE,NEGATIVE,NEUTRAL
124,1290755341433606147,2020-08-04 21:03:49+00:00,"Witnessing tragic scenes in Beirut today in a country already facing great challenges. My thoughts are with those who have lost their lives, their loved ones  and all affected by this tragic event. Norway will continue to stand by the Lebanese people through these difficult times",134,1052,"Witnessing tragic scenes in Beirut today in a country already facing great challenges. My thoughts are with those who have lost their lives, their loved ones  and all affected by this tragic event. Norway will continue to stand by the Lebanese people through these difficult times ",witness tragic scene beirut today country already face great challenge thought lose life love one affect tragic event norway continue stand lebanese people difficult time,NEGATIVE,NEGATIVE,NEGATIVE
125,1290267903976067072,2020-08-03 12:46:54+00:00,To nordiske statsministerbryllup på én sommer! Sydämelliset onnittelut @MarinSanna ja Markus Räikkönen. Hjertelig tillykke @Statsmin og Bo Tengberg,7,148,Two Nordic Prime Minister Wedding In One Summer! Sydämelliset Onnittelut @marinsanna Yes Markus Räikkönen. Hearty Tenk @Statsmin and Bo Tengberg ,two nordic prime minister wedding one summer syd melliset onnittelut yes markus r ikk nen hearty tenk bo tengberg,POSITIVE,POSITIVE,NEUTRAL
126,1284533511672782849,2020-07-18 17:00:29+00:00,"Norway is proud to have co-founded @theGFF 5 years ago, recognizing a need to supercharge efforts to improve maternal + child health. As #COVID19 disrupts health services, it is vital that delivery of those services is central to pandemic response https://t.co/NNdjERpG26 https://t.co/XXiW1ePQ9Y",33,127,"Norway is proud to have co-founded @theGFF 5 years ago, recognizing a need to supercharge efforts to improve maternal + child health. As #COVID19 disrupts health services, it is vital that delivery of those services is central to pandemic response https://t.co/NNdjERpG26 https://t.co/XXiW1ePQ9Y ",norway proud co found year ago recognize need supercharge effort improve maternal child health disrupt health service vital delivery service central pandemic response,POSITIVE,POSITIVE,POSITIVE
127,1281859001337159680,2020-07-11 07:52:56+00:00,"I dag markerer vi at det er 25 år siden folkemordet i #Srebrenica. Ved å ta inn over oss og erkjenne det som har skjedd kan vi lege sårene, og sammen skape en fremtid basert på forsoning og fredelig sameksistens.",41,298,"Today, we mark that it is 25 years since the genocide of #srebrenica. By taking over us and acknowledge what has happened, we can doctor the wounds, and together create a future based on reconciliation and peaceful coexistence. ",today mark year since genocide take we acknowledge happen doctor wound together create future base reconciliation peaceful coexistence,NEUTRAL,POSITIVE,NEGATIVE
128,1281858828087304193,2020-07-11 07:52:15+00:00,"Today, we mark the 25th anniversary of the #Srebrenica genocide of July 1995. We must fully acknowledge the past if we are to heal the wounds and build a future based on truth and reconciliation.",32,138,"Today, we mark the 25th anniversary of the #Srebrenica genocide of July 1995. We must fully acknowledge the past if we are to heal the wounds and build a future based on truth and reconciliation. ",today mark anniversary genocide july must fully acknowledge past heal wound build future base truth reconciliation,NEGATIVE,POSITIVE,NEGATIVE
129,1280901777676738563,2020-07-08 16:29:16+00:00,"Utrolig trist å høre at Finn Christian Jagge er død, bare 54 år gammel. Mine tanker gå til de nærmeste. Et tomrom står igjen, både hos familien og i det norske idrettsmiljøet.",14,579,"Incredibly sad to hear that Finn Christian Jagge is dead, just 54 years old. My thoughts go to the nearest. A void is left, both with the family and in the Norwegian sports environment. ",incredibly sad hear finn christian jagge dead year old thought go near void left family norwegian sport environment,NEGATIVE,NEGATIVE,NEGATIVE
130,1276961974065266689,2020-06-27 19:33:54+00:00,"Establishing a globally fair system that ensures high-risk populations get equal access to therapeutics, diagnostics, and a vaccine is critical to beating #COVID19 Join @EU_Commission and @glblctzn for the #GlobalGoalUnite Summit &amp; Concert on June 27  https://t.co/uejgrokdBn",39,129,"Establishing a globally fair system that ensures high-risk populations get equal access to therapeutics, diagnostics, and a vaccine is critical to beating #COVID19 Join @EU_Commission and @glblctzn for the #GlobalGoalUnite Summit &amp; Concert on June 27  https://t.co/uejgrokdBn ",establish globally fair system ensure high risk population get equal access therapeutic diagnostic vaccine critical beating join summit concert june,NEUTRAL,NEGATIVE,POSITIVE
131,1273917661425139712,2020-06-19 09:56:53+00:00,"Thank you @TommyRemengesau! Norway will be a #ConsistentPartner for multilateral solutions, just like we are with you and Palau on the @OceanPanel for a sustainable ocean economy",9,63,"Thank you @TommyRemengesau! Norway will be a #ConsistentPartner for multilateral solutions, just like we are with you and Palau on the @OceanPanel for a sustainable ocean economy ",thank norway multilateral solution like palau sustainable ocean economy,POSITIVE,POSITIVE,POSITIVE
132,1273352604098203649,2020-06-17 20:31:33+00:00,"En god dag, Brann-seier i 1. Serierunde og Norge valgt inn i sikkerhetsrådet.",85,1074,"A good day, fire victory in 1st series round and Norway elected in the Security Council. ",good day fire victory series round norway elect security council,POSITIVE,POSITIVE,POSITIVE
133,1262129486620962818,2020-05-17 21:14:53+00:00,"Kjekt å feire #17mai med å konkurrere med hele Norge på #allemot1! Dere vant, jeg tapte ☺️ Men fikk likevel 70 000 kroner. De går til gatefotballen i Norge som sørger for glede, mestring og felleskap for mennesker med rus- og psykiske utfordringer. @Frelsesarmeen @nff_info @NRKno",38,1315,"Nice to celebrate # 17mai to compete with all over Norway at # ALLEMOT1! You won, I lost ☺️ but still got NOK 70,000. They go to the street football in Norway who provide pleasure, coping and community for people with drug and mental challenges. @Frnessearmen @nff_info @nrkno ",nice celebrate compete norway lose still get nok go street football norway provide pleasure cope community people drug mental challenge,POSITIVE,POSITIVE,POSITIVE
134,1257302548895031297,2020-05-04 13:34:21+00:00,"In the fight against #covid19, we protect ourselves by protecting each other. As co-leader of #UnitedAgainstCoronavirus, we support research, development, distribution of vaccines. We support @CEPIvaccines with USD 220 mill, and @gavi with USD 1 billion. https://t.co/nQVu01x4ga",94,365,"In the fight against #covid19, we protect ourselves by protecting each other. As co-leader of #UnitedAgainstCoronavirus, we support research, development, distribution of vaccines. We support @CEPIvaccines with USD 220 mill, and @gavi with USD 1 billion. https://t.co/nQVu01x4ga ",fight protect protect co leader support research development distribution vaccine support usd mill usd billion,POSITIVE,POSITIVE,NEUTRAL
135,1257294239945437184,2020-05-04 13:01:20+00:00,Congratulations @BorisJohnson and @CarrieSymonds on the birth of your baby boy! In Norway it’s a tradition to give colleagues a small homemade gift when a child is born. I hope this hat will keep your little one warm. https://t.co/g11w0nU1vN,117,1863,Congratulations @BorisJohnson and @CarrieSymonds on the birth of your baby boy! In Norway it’s a tradition to give colleagues a small homemade gift when a child is born. I hope this hat will keep your little one warm. https://t.co/g11w0nU1vN ,congratulation birth baby boy norway tradition give colleague small homemade gift child bear hope hat keep little one warm,POSITIVE,POSITIVE,POSITIVE
136,1256566620182413312,2020-05-02 12:50:02+00:00,"Thank you @Rotary for continuing connecting the world. By using your ingenuity and flexibility you are proving yourself to be #PeopleOfAction, helping to save lives and stop #covid19. Norway supports your work and will do its part.",17,121,"Thank you @Rotary for continuing connecting the world. By using your ingenuity and flexibility you are proving yourself to be #PeopleOfAction, helping to save lives and stop #covid19. Norway supports your work and will do its part. ",thank continue connect world use ingenuity flexibility prove help save life stop norway support work part,POSITIVE,POSITIVE,NEUTRAL
137,1251796580677619712,2020-04-19 08:55:36+00:00,"Thank you @GlblCtznImpact and everyone coming #TogetherAtHome. We need do fight #covid19 together, and Norway will do its part.",36,286,"Thank you @GlblCtznImpact and everyone coming #TogetherAtHome. We need do fight #covid19 together, and Norway will do its part. ",thank everyone come need fight together norway part,POSITIVE,NEUTRAL,NEUTRAL
138,1250429043322712066,2020-04-15 14:21:30+00:00,"Thank you @justintrudeau and @canada for your crucial support to @CEPIvaccines in the search for a vaccine. This common, global challenge requires common, global solutions. #covid19",104,537,"Thank you @justintrudeau and @canada for your crucial support to @CEPIvaccines in the search for a vaccine. This common, global challenge requires common, global solutions. #covid19 ",thank crucial support search vaccine common global challenge require common global solution,POSITIVE,POSITIVE,NEGATIVE
139,1247401563817160709,2020-04-07 05:51:23+00:00,I wish @BorisJohnson a speedy recovery and return to @10Downingstreet. My thoughts are with him and his family at this difficult time.,66,638,I wish @BorisJohnson a speedy recovery and return to @10Downingstreet. My thoughts are with him and his family at this difficult time. ,wish speedy recovery return thought family difficult time,NEGATIVE,POSITIVE,NEGATIVE
140,1243518797979492354,2020-03-27 12:42:39+00:00,"""My minister of Children and Families, @kjellingolf, balancing parenting, government tasks and quarantine. #COVID19"". https://t.co/VYdjn6sE4g",96,1006,"""My minister of Children and Families, @kjellingolf, balancing parenting, government tasks and quarantine. #COVID19"". https://t.co/VYdjn6sE4g ",minister child family balance parent government task quarantine,NEGATIVE,NEUTRAL,NEUTRAL
141,1242545923567357960,2020-03-24 20:16:48+00:00,I support the call from the UN Secretary General @antonioguterres for a global cease-fire. We must all stand together in the fight against #Covid19! #covid19norway https://t.co/q3Ubuuk924,60,276,I support the call from the UN Secretary General @antonioguterres for a global cease-fire. We must all stand together in the fight against #Covid19! #covid19norway https://t.co/q3Ubuuk924 ,support call un secretary general global cease fire must stand together fight,POSITIVE,NEGATIVE,POSITIVE
142,1242544257707237377,2020-03-24 20:10:11+00:00,"Vi må holde ut enda litt lenger, med ny hverdag, kjedsommelighet, litt for lite sosial kontakt og alvorlige bekymring om helse og jobb. Tusen takk til alle som hjelper til i dugnaden med å stanse spredningen av korona-viruset. Vi klarer dette sammen! #koronaNorge #covid19norway",256,3271,"We must endure even a little longer, with new everyday, boring, a little too little social contact and serious concern about health and job. Thank you so much to anyone who helps in the volunteer to stop the spread of the corona virus. We manage this together! #koronanorge # Covid19Norway ",must endure even little long new everyday bore little little social contact serious concern health job thank much anyone help volunteer stop spread corona virus manage together,NEUTRAL,POSITIVE,NEGATIVE
143,1236666555905105922,2020-03-08 14:54:17+00:00,Gratulerer med 8. Mars - den internasjonale kvinnedagen.  Det gjør jeg med denne lille videosnutten fra India i fjor. Jenter som viser hvor viktig riktig håndhygiene . I dag  begynner like nesten mange jenter som… https://t.co/59rhstWmYs,14,129,"Happy March 8 - The International Women's Day. I do this with this little videonut from India last year. Girls showing how important the right hand hygiene. Today, just as almost many girls start ... https://t.co/59rhstwmys ",happy march international women day little videonut india last year girl show important right hand hygiene today almost many girl start,POSITIVE,POSITIVE,POSITIVE
144,1232260601424076800,2020-02-25 11:06:36+00:00,"Det er utrolig trist å høre at Jahn Teigen er død. Sangene hans har vært lydsporet i livet til mange av oss. De vil leve videre. For å si det med hans ord: Vi har våre minner, de vil aldri dø.",25,468,"It's incredibly sad to hear that Jahn Teigen is dead. His songs have been the soundtrack in the life of many of us. They will live on. To put it with his words: We have our memories, they will never die. ",incredibly sad hear jahn teigen dead song soundtrack life many we live put word memory never die,NEGATIVE,NEGATIVE,NEGATIVE
145,1231589848282226689,2020-02-23 14:41:16+00:00,Gratulerer med gull til Johannes Thingnes Bø. Fantastisk avslutning på et flott mesterskap. Har vært kjekt å følge @NSSF_Biathlon i #Antholz2020,5,100,Congratulations on gold to Johannes Thingnes Bø. Fantastic ending to a great championship. Has been nice to follow @nssf_biathlon in # antholz2020 ,congratulation gold johannes thingne b fantastic end great championship nice follow,POSITIVE,POSITIVE,POSITIVE
146,1231552023000223745,2020-02-23 12:10:58+00:00,For en prestasjon av Marte Olsbu Røisland! Medalje i sju av sju øvelser i VM. Nok et gull i dag. Tusen takk for spenningen og underholdningen! @nssf_Biathlon #Antholz2020,7,158,For an achievement of Marte Olsbu Røisland! Medal in seven of seven exercises in the World Cup. Enough a gold today. Thank you very much for the excitement and entertainment! @NSSF_BIATHLON # ANTOLZ2020 ,achievement marte olsbu r island medal seven seven exercise world cup enough gold today thank much excitement entertainment,POSITIVE,POSITIVE,POSITIVE
147,1231186694256447488,2020-02-22 11:59:16+00:00,"Gratulerer @NSSF_Biathlon med stafettgull for kvinner.  Nervepirrende, underholdene , Takk til alle fire, men Imponerende innsats av Marte Olsbu Røiseland i dag og ihele mesterskapet.",7,66,"Congratulations @NSSF_BIATHLON with baton for women. Nerve-racking, entertainment, thanks to all four, but impressive efforts by Marte Olsbu Røiseland today and the Maternity. ",congratulations baton woman nerve rack entertainment thank four impressive effort marte olsbu r iseland today maternity,POSITIVE,POSITIVE,POSITIVE
148,1230543262768824320,2020-02-20 17:22:30+00:00,Tragisk utfall for de to tyske turistene som omkom i snøskredet på Svalbard i ettermiddag. Mine tanker går til de pårørende og lokalsamfunnet.,8,67,Tragic outcome for the two German tourists who died in the avalanche in Svalbard this afternoon. My thoughts go to the relatives and local community. ,tragic outcome two german tourist die avalanche svalbard afternoon thought go relative local community,NEGATIVE,NEGATIVE,NEGATIVE
149,1230536774650298368,2020-02-20 16:56:44+00:00,"My deepest condolences to the victims, their friends and families after the appalling acts of violence that took place last night in #Hanau",21,140,"My deepest condolences to the victims, their friends and families after the appalling acts of violence that took place last night in #Hanau ",deep condolence victim friend family appal act violence take place last night,NEGATIVE,NEGATIVE,NEGATIVE
150,1228447583124758533,2020-02-14 22:35:01+00:00,For en jubel-uke for Norge i bryte-EM i Roma. Norsk gull i dag til Grace Bullen i kvinnenes 57-kilosklasse og gull til Morten Thoresen i 67-kilosklassen på onsdag. I tillegg har Iselin Solheim tatt bronse i kvinnenes 76-kilosklasse. Gratulerer!,7,133,"For a cheese week for Norway in break-em in Rome. Norwegian gold today to Grace Bullen in women's 57 kilosklasse and gold to Morten Thoresen in 67 kilosklassen on Wednesday. In addition, Iselin Solheim has taken bronze in the women's 76 kilosklasse. Congratulations! ",cheese week norway break em rome norwegian gold today grace bullen women kilosklasse gold morten thoresen kilosklassen wednesday addition iselin solheim take bronze women kilosklasse congratulation,POSITIVE,POSITIVE,NEUTRAL
